"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.argument","Input.topic","Input.label","Input.type_idx","Answer.selected_words","Answer.stance-prediction.con","Answer.stance-prediction.pro","Answer.word_0","Answer.word_1","Answer.word_10","Answer.word_100","Answer.word_101","Answer.word_102","Answer.word_103","Answer.word_104","Answer.word_105","Answer.word_106","Answer.word_107","Answer.word_108","Answer.word_109","Answer.word_11","Answer.word_110","Answer.word_111","Answer.word_112","Answer.word_113","Answer.word_114","Answer.word_115","Answer.word_116","Answer.word_117","Answer.word_118","Answer.word_119","Answer.word_12","Answer.word_120","Answer.word_121","Answer.word_122","Answer.word_123","Answer.word_124","Answer.word_125","Answer.word_126","Answer.word_127","Answer.word_128","Answer.word_129","Answer.word_13","Answer.word_130","Answer.word_131","Answer.word_132","Answer.word_133","Answer.word_134","Answer.word_135","Answer.word_136","Answer.word_137","Answer.word_138","Answer.word_139","Answer.word_14","Answer.word_140","Answer.word_141","Answer.word_142","Answer.word_143","Answer.word_144","Answer.word_145","Answer.word_146","Answer.word_147","Answer.word_148","Answer.word_149","Answer.word_15","Answer.word_150","Answer.word_151","Answer.word_152","Answer.word_153","Answer.word_154","Answer.word_155","Answer.word_156","Answer.word_157","Answer.word_158","Answer.word_159","Answer.word_16","Answer.word_160","Answer.word_161","Answer.word_162","Answer.word_163","Answer.word_164","Answer.word_165","Answer.word_166","Answer.word_167","Answer.word_168","Answer.word_169","Answer.word_17","Answer.word_170","Answer.word_171","Answer.word_172","Answer.word_173","Answer.word_174","Answer.word_175","Answer.word_176","Answer.word_177","Answer.word_178","Answer.word_179","Answer.word_18","Answer.word_180","Answer.word_181","Answer.word_182","Answer.word_183","Answer.word_184","Answer.word_185","Answer.word_186","Answer.word_187","Answer.word_188","Answer.word_189","Answer.word_19","Answer.word_190","Answer.word_191","Answer.word_192","Answer.word_2","Answer.word_20","Answer.word_21","Answer.word_22","Answer.word_23","Answer.word_24","Answer.word_25","Answer.word_26","Answer.word_27","Answer.word_28","Answer.word_29","Answer.word_3","Answer.word_30","Answer.word_31","Answer.word_32","Answer.word_33","Answer.word_34","Answer.word_35","Answer.word_36","Answer.word_37","Answer.word_38","Answer.word_39","Answer.word_4","Answer.word_40","Answer.word_41","Answer.word_42","Answer.word_43","Answer.word_44","Answer.word_45","Answer.word_46","Answer.word_47","Answer.word_48","Answer.word_49","Answer.word_5","Answer.word_50","Answer.word_51","Answer.word_52","Answer.word_53","Answer.word_54","Answer.word_55","Answer.word_56","Answer.word_57","Answer.word_58","Answer.word_59","Answer.word_6","Answer.word_60","Answer.word_61","Answer.word_62","Answer.word_63","Answer.word_64","Answer.word_65","Answer.word_66","Answer.word_67","Answer.word_68","Answer.word_69","Answer.word_7","Answer.word_70","Answer.word_71","Answer.word_72","Answer.word_73","Answer.word_74","Answer.word_75","Answer.word_76","Answer.word_77","Answer.word_78","Answer.word_79","Answer.word_8","Answer.word_80","Answer.word_81","Answer.word_82","Answer.word_83","Answer.word_84","Answer.word_85","Answer.word_86","Answer.word_87","Answer.word_88","Answer.word_89","Answer.word_9","Answer.word_90","Answer.word_91","Answer.word_92","Answer.word_93","Answer.word_94","Answer.word_95","Answer.word_96","Answer.word_97","Answer.word_98","Answer.word_99","Approve","Reject"
"386T3MLZLP64YQUI9ZJHIOG69LD08X","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:15 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:15 PST 2020","","","337RC3OW08EITIDBWNLBX6OIN4DLVY","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:52:07 PST 2020","Tue Nov 03 19:52:41 PST 2020","Fri Nov 06 19:52:41 PST 2020","","","","34","100% (110/110)","0% (0/0)","0% (0/0)","Zionist jews and their supporters were responsible for Palestinian suffering. But the jews have violently determined the fate of Palestinian people and they were and still responsible for their misery and suffering. Palestinian next generations will remember and will never forget or forgive.","palestinian suffering","0","2","word_12,word_14,word_15,word_17,word_18,word_19,word_20,word_26,word_27,word_29,word_30,word_31","true","false","Zionist","jews","But","","","","","","","","","","","the","","","","","","","","","","","jews","","","","","","","","","","","have","","","","","","","","","","","violently","","","","","","","","","","","determined","","","","","","","","","","","the","","","","","","","","","","","fate","","","","","","","","","","","of","","","","","","","","","","","Palestinian","","","","and","people","and","they","were","and","still","responsible","for","their","misery","their","and","suffering.","Palestinian","next","generations","will","remember","and","will","never","supporters","forget","or","forgive.","","","","","","","","were","","","","","","","","","","","responsible","","","","","","","","","","","for","","","","","","","","","","","Palestinian","","","","","","","","","","","suffering.","","","","","","","","","",""
"3P888QFVX55V7BMXXE2SUGXO1UEQON","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:15 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:15 PST 2020","","","3H7Z272LXAJ5OYGFABCCREZ01GCLPD","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:43:27 PST 2020","Tue Nov 03 19:44:45 PST 2020","Fri Nov 06 19:44:45 PST 2020","","","","78","100% (110/110)","0% (0/0)","0% (0/0)","Zimbalist tortuously describes distinctions without differences to arrive at his unwarranted conclusion. If we are taxing corporations, none should be tax-exempt. Period! The tax code is to raise revenue, not to institute social policies. Those, if deemed desirable, should be done through appropriations, where our representatives will have to justify their choices with each budget. Unfortunately, the tax code is much like military bases, pork spread so widely that no one wants to rock the boat, even if the totality is detrimental to the welfare of our country.","tax","1","2","word_55,word_57,word_58,word_79,word_81,word_82,word_84,word_85,word_87","true","false","Zimbalist","tortuously","unwarranted","","","","","","","","","","","conclusion.","","","","","","","","","","","If","","","","","","","","","","","we","","","","","","","","","","","are","","","","","","","","","","","taxing","","","","","","","","","","","corporations,","","","","","","","","","","","none","","","","","","","","","","","should","","","","","","","","","","","be","","","","describes","tax-exempt.","Period!","The","tax","code","is","to","raise","revenue,","not","distinctions","to","institute","social","policies.","Those,","if","deemed","desirable,","should","be","without","done","through","appropriations,","where","our","representatives","will","have","to","justify","differences","their","choices","with","each","budget.","Unfortunately,","the","tax","code","is","to","much","like","military","bases,","pork","spread","so","widely","that","no","arrive","one","wants","to","rock","the","boat,","even","if","the","totality","at","is","detrimental","to","the","welfare","of","our","country.","","","his","","","","","","","","","",""
"3VMV5CHJZAQK7EXRQZJFUCZ9UFMTGH","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:15 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:15 PST 2020","","","3OLQQLKKNV1VWH3PYCKOHNN4JK5JEO","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:49:06 PST 2020","Tue Nov 03 19:49:34 PST 2020","Fri Nov 06 19:49:34 PST 2020","","","","28","100% (110/110)","0% (0/0)","0% (0/0)","You're going to have a hard time eating (at least enjoying) a purely vegan diet without processing tools. Fruits, nuts, and raw vegetables all the time? No soy milk? No tofu? No vegetable oil? No corn or wheat flour? This person makes a completely specious argument.","processed foods","1","2","word_5,word_6,word_7,word_10,word_15,word_16,word_17","false","true","You&aposre","going","enjoying)","","","","","","","","","","","a","","","","","","","","","","","purely","","","","","","","","","","","vegan","","","","","","","","","","","diet","","","","","","","","","","","without","","","","","","","","","","","processing","","","","","","","","","","","tools.","","","","","","","","","","","Fruits,","","","","","","","","","","","nuts,","","","","to","and","raw","vegetables","all","the","time?","No","soy","milk?","No","have","tofu?","No","vegetable","oil?","No","corn","or","wheat","flour?","This","a","person","makes","a","completely","specious","argument.","","","","","hard","","","","","","","","","","","time","","","","","","","","","","","eating","","","","","","","","","","","(at","","","","","","","","","","","least","","","","","","","","","",""
"3AQN9REUTHRDCGMUYF56W8ORWPOYD1","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:16 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:16 PST 2020","","","379J5II41RS1R7RP1XW1X20WN9AELL","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:45:21 PST 2020","Tue Nov 03 19:47:02 PST 2020","Fri Nov 06 19:47:02 PST 2020","","","","101","100% (110/110)","0% (0/0)","0% (0/0)","YES. The other way some of them cherry pick is through their faux lotteries. At Success, the first round of the lottery uses a computer algorithm to choose kids; when those families decline or are found ineligible, Success doesn't have to blindly choose anymore - they can go into the 'wait list' pool and select the kids they think will have the fewest academic, behavioral, language, or special needs issues.","acceptance lotteries","0","2","word_12,word_13,word_24,word_25,word_26,word_27,word_28","true","false","YES.","The","through","","","","","","","","","","","their","","","","","","","","","","","faux","","","","","","","","","","","lotteries.","","","","","","","","","","","At","","","","","","","","","","","Success,","","","","","","","","","","","the","","","","","","","","","","","first","","","","","","","","","","","round","","","","","","","","","","","of","","","","other","the","lottery","uses","a","computer","algorithm","to","choose","kids;","when","way","those","families","decline","or","are","found","ineligible,","Success","doesn&apost","have","some","to","blindly","choose","anymore","-","they","can","go","into","the","of","&aposwait","list&apos","pool","and","select","the","kids","they","think","will","them","have","the","fewest","academic,","behavioral,","language,","or","special","needs","issues.","cherry","","","","","","","","","","","pick","","","","","","","","","","","is","","","","","","","","","",""
"3X2LT8FDHYTX6GV326C2PJPAAQRW8U","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:16 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:16 PST 2020","","","3A0EX8ZRNB0NK3M4ALJ1Q2W7TR1BYA","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:47:02 PST 2020","Tue Nov 03 19:49:06 PST 2020","Fri Nov 06 19:49:06 PST 2020","","","","124","100% (110/110)","0% (0/0)","0% (0/0)","Yes, we have ""a generation of illiterates and dumbells..."" I have to attempt to teach them. They aren't illiterate because the school system is broken, they are lazy, pampered, and spoiled--at home. Do they really expect a teacher to create a different lesson for kids because the parents don't like the content? When are they going to do this, before or after they create lessons for all of the special ed kids that that the law says must be ""mainstreamed"" into classes that are over their heads? When they are creating science lessons that must incorporate math, reading, arts, and practical living? What are the other students going to do while the teacher is teaching all of this alternative material? I WISH more parents had a clue what was going on in the school, but they need to work with the system, not against it. Like the author, if my parent didn't want me to hear, see, or do what what was going on in class, I left the room, went to the library, etc. We need to get over claiming our ""rights"" and pay attention to what is really important to society.","special needs","0","2","word_9,word_10,word_11,word_12,word_13,word_14,word_27,word_28,word_30,word_84,word_85,word_86","true","false","Yes,","we","have","practical","living?","What","are","the","other","students","going","to","do","to","while","the","teacher","is","teaching","all","of","this","alternative","material?","attempt","I","WISH","more","parents","had","a","clue","what","was","going","to","on","in","the","school,","but","they","need","to","work","with","teach","the","system,","not","against","it.","Like","the","author,","if","my","them.","parent","didn&apost","want","me","to","hear,","see,","or","do","what","They","what","was","going","on","in","class,","I","left","the","room,","aren&apost","went","to","the","library,","etc.","We","need","to","get","over","illiterate","claiming","our","&quotrights""","and","pay","attention","to","what","is","really","because","important","to","society.","have","the","school","system","is","broken,","they","are","lazy,","pampered,","and","&quota","spoiled--at","home.","Do","they","really","expect","a","teacher","to","create","generation","a","different","lesson","for","kids","because","the","parents","don&apost","like","of","the","content?","When","are","they","going","to","do","this,","before","illiterates","or","after","they","create","lessons","for","all","of","the","special","and","ed","kids","that","that","the","law","says","must","be","&quotmainstreamed""","dumbells...""","into","classes","that","are","over","their","heads?","When","they","are","I","creating","science","lessons","that","must","incorporate","math,","reading,","arts,","and"
"3EQVJH0T42WY7AS2A51XFCBA9FZTHG","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:16 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:16 PST 2020","","","3QBD8R3Z24VR5QXTPJ0GGXSZ5PLO46","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:44:46 PST 2020","Tue Nov 03 19:45:20 PST 2020","Fri Nov 06 19:45:20 PST 2020","","","","34","100% (110/110)","0% (0/0)","0% (0/0)","Wrong! Two reasons. One, Malthusianism does not hold, since resource production can go up exponentially too. Two, the population will peak out at 12-15 billion or so, when it will start to shrink, as it has been doing in Europe for decades now. Uncontrolled extrapolation is a trap to avoid.","malthusianism","0","2","word_4,word_5,word_6,word_7","true","false","Wrong!","Two","production","","","","","","","","","","","can","","","","","","","","","","","go","","","","","","","","","","","up","","","","","","","","","","","exponentially","","","","","","","","","","","too.","","","","","","","","","","","Two,","","","","","","","","","","","the","","","","","","","","","","","population","","","","","","","","","","","will","","","","reasons.","peak","out","at","12-15","billion","or","so,","when","it","will","One,","start","to","shrink,","as","it","has","been","doing","in","Europe","Malthusianism","for","decades","now.","Uncontrolled","extrapolation","is","a","trap","to","avoid.","does","","","","","","","","","","","not","","","","","","","","","","","hold,","","","","","","","","","","","since","","","","","","","","","","","resource","","","","","","","","","",""
"3J9L0X0VDHXXKLED7YIGPFKLUW9W9J","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:16 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:16 PST 2020","","","35GMH2SV3HT9XSUMEPCTPJ4QIEFEO2","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:52:42 PST 2020","Tue Nov 03 19:54:31 PST 2020","Fri Nov 06 19:54:31 PST 2020","","","","109","100% (110/110)","0% (0/0)","0% (0/0)","Wow, the war on drugs. People were smoking marijuana for ten thousand years before it was outlawed here in the 1930s. Why was it outlawed? Short answer to a complex question: Randolph Hearst owned timber he wanted to sell for newspaper pulp, his main competitor? Hemp, or marijuana, so he funded and campaign for its end as a legal product in the US. We see how the drug war has ended. Your reasoning could be applied to breast milk, most people had some, and some of them became addicts. In my view addiction is simply in a person's chemistry and some are susceptible, most people are not. As you can tell, I disagree entirely with your thesis, although I like alcohol myself. us army 1969-1971/california jd","marijuana","1","2","word_7,word_8,word_10,word_11,word_12,word_32,word_44,word_47,word_50,word_52,word_55,word_58","false","true","Wow,","the","ten","some","are","susceptible,","most","people","are","not.","As","you","can","thousand","tell,","I","disagree","entirely","with","your","thesis,","although","I","like","years","alcohol","myself.","us","army","1969-1971/california","jd","","","","","before","","","","","","","","","","","it","","","","","","","","","","","was","","","","","","","","","","","outlawed","","","","","","","","","","","here","","","","","","","","","","","in","","","","","","","","","","","the","","","","war","1930s.","Why","was","it","outlawed?","Short","answer","to","a","complex","on","question:","Randolph","Hearst","owned","timber","he","wanted","to","sell","for","drugs.","newspaper","pulp,","his","main","competitor?","Hemp,","or","marijuana,","so","he","People","funded","and","campaign","for","its","end","as","a","legal","product","were","in","the","US.","We","see","how","the","drug","war","has","smoking","ended.","Your","reasoning","could","be","applied","to","breast","milk,","most","marijuana","people","had","some,","and","some","of","them","became","addicts.","In","for","my","view","addiction","is","simply","in","a","person&aposs","chemistry","and"
"3V8JSVE8Y01I4M0UUAGQ2Q6CW1PYEU","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:16 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:16 PST 2020","","","36H9ULYP656N2V3LTN4UZ584VLKJF6","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:50:28 PST 2020","Tue Nov 03 19:52:07 PST 2020","Fri Nov 06 19:52:07 PST 2020","","","","99","100% (110/110)","0% (0/0)","0% (0/0)","Worldwide, there is a direct correlation between the average educational level of a country's women and its birth rate. In countries where the average woman has at least the equivalent of a high school education, birth rates are low, below replacement level in some cases. In countries where the average woman is illiterate, birth rates are the highest in the world, partly because such countries allow no way for women to gain status except by bearing a lot of children, preferably sons. Within individual countries, educated women have fewer children than uneducated ones. Encourage education for women and girls, make access to birth control easy and inexpensive, and population growth will level off.","woman education as useful for controlling population growth","1","2","word_4,word_5,word_9,word_10,word_14,word_17,word_18,word_93,word_94","false","true","Worldwide,","there","level","access","to","birth","control","easy","and","inexpensive,","and","population","growth","of","will","level","off.","","","","","","","","a","","","","","","","","","","","country&aposs","","","","","","","","","","","women","","","","","","","","","","","and","","","","","","","","","","","its","","","","","","","","","","","birth","","","","","","","","","","","rate.","","","","","","","","","","","In","","","","is","countries","where","the","average","woman","has","at","least","the","equivalent","a","of","a","high","school","education,","birth","rates","are","low,","below","direct","replacement","level","in","some","cases.","In","countries","where","the","average","correlation","woman","is","illiterate,","birth","rates","are","the","highest","in","the","between","world,","partly","because","such","countries","allow","no","way","for","women","the","to","gain","status","except","by","bearing","a","lot","of","children,","average","preferably","sons.","Within","individual","countries,","educated","women","have","fewer","children","educational","than","uneducated","ones.","Encourage","education","for","women","and","girls,","make"
"3HEM8MA6HBNDSBYYCEF7JG2EBZAQP4","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:16 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:16 PST 2020","","","3SNLUL3WO7ZIG3OBRXB61KMZ9X4LU9","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:49:35 PST 2020","Tue Nov 03 19:50:28 PST 2020","Fri Nov 06 19:50:28 PST 2020","","","","53","100% (110/110)","0% (0/0)","0% (0/0)","Without relevant travel, learning a language neither occurs nor is relevant to later life. Let's require a semester abroad or gap year to go with that language requirement. And let's fund it so it is not only the rich who benefit.","learning a language","1","2","word_0,word_1,word_2,word_6,word_7,word_8,word_9,word_10,word_14,word_15,word_17,word_18","false","true","Without","relevant","relevant","","","","","","","","","","","to","","","","","","","","","","","later","","","","","","","","","","","life.","","","","","","","","","","","Let&aposs","","","","","","","","","","","require","","","","","","","","","","","a","","","","","","","","","","","semester","","","","","","","","","","","abroad","","","","","","","","","","","or","","","","travel,","gap","year","to","go","with","that","language","requirement.","And","let&aposs","learning","fund","it","so","it","is","not","only","the","rich","who","a","benefit.","","","","","","","","","","language","","","","","","","","","","","neither","","","","","","","","","","","occurs","","","","","","","","","","","nor","","","","","","","","","","","is","","","","","","","","","",""
"3Q9SPIIRWLXBP4OIZ4WGLAV50ERWAY","32A8IZJLQG7ESWFFKX7619PB2UVHG3","Decide which words are most important in a piece of text","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 03 19:42:16 PST 2020","1","BatchId:298923;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 10 19:42:16 PST 2020","","","3JZQSN0I3TMDBTDKLHJR2SGO3T3GFZ","A38KL2OW9O2BYJ","Submitted","Tue Nov 03 19:43:00 PST 2020","Tue Nov 03 19:43:27 PST 2020","Fri Nov 06 19:43:27 PST 2020","","","","27","100% (110/110)","0% (0/0)","0% (0/0)","With regard to the assertion that larger airplanes carrying more people will accommodate higher passenger volumes as opposed to more flights (and runways) for conventional aircraft (737s, etc.), not so. An Airbus 380 or Boeing 787 cannot be economically operated between San Francisco and LA at prices and costs competitive with smaller passenger planes. Hence, without relieving SF-LA air traffic with high speed rail, our airspace will not be able to handle the traffic. Already a quarter of intra-state flights are late due to air congestion.","high speed rail","1","2","word_55,word_56,word_59,word_60,word_61,word_62,word_63,word_67,word_69,word_71,word_73","false","true","With","regard","people","","","","","","","","","","","will","","","","","","","","","","","accommodate","","","","","","","","","","","higher","","","","","","","","","","","passenger","","","","","","","","","","","volumes","","","","","","","","","","","as","","","","","","","","","","","opposed","","","","","","","","","","","to","","","","","","","","","","","more","","","","to","flights","(and","runways)","for","conventional","aircraft","(737s,","etc.),","not","so.","the","An","Airbus","380","or","Boeing","787","cannot","be","economically","operated","assertion","between","San","Francisco","and","LA","at","prices","and","costs","competitive","that","with","smaller","passenger","planes.","Hence,","without","relieving","SF-LA","air","traffic","larger","with","high","speed","rail,","our","airspace","will","not","be","able","airplanes","to","handle","the","traffic.","Already","a","quarter","of","intra-state","flights","carrying","are","late","due","to","air","congestion.","","","","","more","","","","","","","","","",""
