"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.topic","Input.argument","Input.tokenized_argument","Input.label","Answer.feedback","Answer.selected_words","Answer.stance-prediction.con","Answer.stance-prediction.pro","Answer.word_0","Answer.word_1","Answer.word_10","Answer.word_100","Answer.word_101","Answer.word_102","Answer.word_103","Answer.word_104","Answer.word_105","Answer.word_106","Answer.word_107","Answer.word_108","Answer.word_109","Answer.word_11","Answer.word_110","Answer.word_111","Answer.word_112","Answer.word_113","Answer.word_114","Answer.word_115","Answer.word_116","Answer.word_117","Answer.word_118","Answer.word_119","Answer.word_12","Answer.word_120","Answer.word_121","Answer.word_122","Answer.word_123","Answer.word_124","Answer.word_125","Answer.word_126","Answer.word_127","Answer.word_128","Answer.word_129","Answer.word_13","Answer.word_130","Answer.word_131","Answer.word_132","Answer.word_133","Answer.word_134","Answer.word_135","Answer.word_136","Answer.word_137","Answer.word_138","Answer.word_139","Answer.word_14","Answer.word_140","Answer.word_141","Answer.word_142","Answer.word_143","Answer.word_144","Answer.word_145","Answer.word_146","Answer.word_147","Answer.word_148","Answer.word_149","Answer.word_15","Answer.word_150","Answer.word_151","Answer.word_152","Answer.word_153","Answer.word_154","Answer.word_155","Answer.word_156","Answer.word_157","Answer.word_158","Answer.word_159","Answer.word_16","Answer.word_160","Answer.word_161","Answer.word_162","Answer.word_163","Answer.word_164","Answer.word_165","Answer.word_166","Answer.word_167","Answer.word_168","Answer.word_169","Answer.word_17","Answer.word_170","Answer.word_171","Answer.word_172","Answer.word_173","Answer.word_174","Answer.word_175","Answer.word_176","Answer.word_177","Answer.word_178","Answer.word_179","Answer.word_18","Answer.word_180","Answer.word_181","Answer.word_182","Answer.word_183","Answer.word_184","Answer.word_185","Answer.word_186","Answer.word_187","Answer.word_188","Answer.word_189","Answer.word_19","Answer.word_190","Answer.word_191","Answer.word_192","Answer.word_193","Answer.word_194","Answer.word_195","Answer.word_196","Answer.word_197","Answer.word_198","Answer.word_199","Answer.word_2","Answer.word_20","Answer.word_200","Answer.word_201","Answer.word_202","Answer.word_203","Answer.word_204","Answer.word_205","Answer.word_206","Answer.word_207","Answer.word_208","Answer.word_209","Answer.word_21","Answer.word_212","Answer.word_213","Answer.word_214","Answer.word_215","Answer.word_217","Answer.word_22","Answer.word_23","Answer.word_24","Answer.word_25","Answer.word_26","Answer.word_27","Answer.word_28","Answer.word_29","Answer.word_3","Answer.word_30","Answer.word_31","Answer.word_32","Answer.word_33","Answer.word_34","Answer.word_35","Answer.word_36","Answer.word_37","Answer.word_38","Answer.word_39","Answer.word_4","Answer.word_40","Answer.word_41","Answer.word_42","Answer.word_43","Answer.word_44","Answer.word_45","Answer.word_46","Answer.word_47","Answer.word_48","Answer.word_49","Answer.word_5","Answer.word_50","Answer.word_51","Answer.word_52","Answer.word_53","Answer.word_54","Answer.word_55","Answer.word_56","Answer.word_57","Answer.word_58","Answer.word_59","Answer.word_6","Answer.word_60","Answer.word_61","Answer.word_62","Answer.word_63","Answer.word_64","Answer.word_65","Answer.word_66","Answer.word_67","Answer.word_68","Answer.word_69","Answer.word_7","Answer.word_70","Answer.word_71","Answer.word_72","Answer.word_73","Answer.word_74","Answer.word_75","Answer.word_76","Answer.word_77","Answer.word_78","Answer.word_79","Answer.word_8","Answer.word_80","Answer.word_81","Answer.word_82","Answer.word_83","Answer.word_84","Answer.word_85","Answer.word_86","Answer.word_87","Answer.word_88","Answer.word_89","Answer.word_9","Answer.word_90","Answer.word_91","Answer.word_92","Answer.word_93","Answer.word_94","Answer.word_95","Answer.word_96","Answer.word_97","Answer.word_98","Answer.word_99","Approve","Reject"
"33BFF6QPI3MB5JPXQPH6Y2HZUDG3W8","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:30 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:30 PST 2020","","","3K772S5NPBNZ5B8ZACH35A7P6TRHE9","A318HLELNRBY79","Approved","Wed Nov 18 16:11:49 PST 2020","Wed Nov 18 16:12:35 PST 2020","Sat Nov 21 16:12:35 PST 2020","Sat Nov 21 16:13:27 PST 2020","","","46","100% (193/193)","100% (25/25)","100% (25/25)","extreme parenting","no extreme parenting does not work. Balance is the key. Whatever style a parent engages in with his/her child, a balanced point of view is preferred. I believe the most important variable is to teach children that they can make decisions. When they are young they learn to make choices, albeit small choices, and as they get older the choices become more significant and important. i think the type of parenting described in the book is extreme and not the best path for parents to follow","no extreme parenting does not work . Balance is the key . Whatever style a parent engages in with his / her child , a balanced point of view is preferred . I believe the most important variable is to teach children that they can make decisions . When they are young they learn to make choices , albeit small choices , and as they get older the choices become more significant and important . i think the type of parenting described in the book is extreme and not the best path for parents to follow","0","","word_0,word_1,word_2,word_3,word_4,word_5,word_86,word_88,word_89,word_90,word_91","true","false","no","extreme","key","","","","","","","","","","","","","","","","","","","","","","Whatever","","","","","","","","","","","style","","","","","","","","","","","a","","","","","","","","","","","parent","","","","","","","","","","","engages","","","","","","","","","","","in","","","","","","","","","","","with","","","","","","","","","","","his","","","","","","","","","","","parenting","","","","","","","","","","","","her","","","","","","child","","a","balanced","point","of","view","is","does","preferred","","I","believe","the","most","important","variable","is","to","not","teach","children","that","they","can","make","decisions","","When","they","work","are","young","they","learn","to","make","choices","","albeit","small","","choices","","and","as","they","get","older","the","choices","become","Balance","more","significant","and","important","","i","think","the","type","of","is","parenting","described","in","the","book","is","extreme","and","not","the","the","best","path","for","parents","to","follow","","","",""
"33BFF6QPI3MB5JPXQPH6Y2HZUDG3W8","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:30 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:30 PST 2020","","","3QFUFYSY91RXZDK0QGHQT3JLDPKF43","A2ES68UNF22O00","Approved","Wed Nov 18 16:33:38 PST 2020","Wed Nov 18 16:34:16 PST 2020","Sat Nov 21 16:34:16 PST 2020","Sat Nov 21 16:34:28 PST 2020","","","38","100% (26/26)","100% (26/26)","100% (26/26)","extreme parenting","no extreme parenting does not work. Balance is the key. Whatever style a parent engages in with his/her child, a balanced point of view is preferred. I believe the most important variable is to teach children that they can make decisions. When they are young they learn to make choices, albeit small choices, and as they get older the choices become more significant and important. i think the type of parenting described in the book is extreme and not the best path for parents to follow","no extreme parenting does not work . Balance is the key . Whatever style a parent engages in with his / her child , a balanced point of view is preferred . I believe the most important variable is to teach children that they can make decisions . When they are young they learn to make choices , albeit small choices , and as they get older the choices become more significant and important . i think the type of parenting described in the book is extreme and not the best path for parents to follow","0","","word_0,word_3,word_4,word_5,word_7,word_30,word_86,word_88,word_89,word_90,word_91","true","false","no","extreme","key","","","","","","","","","","","","","","","","","","","","","","Whatever","","","","","","","","","","","style","","","","","","","","","","","a","","","","","","","","","","","parent","","","","","","","","","","","engages","","","","","","","","","","","in","","","","","","","","","","","with","","","","","","","","","","","his","","","","","","","","","","","parenting","","","","","","","","","","","","her","","","","","","child","","a","balanced","point","of","view","is","does","preferred","","I","believe","the","most","important","variable","is","to","not","teach","children","that","they","can","make","decisions","","When","they","work","are","young","they","learn","to","make","choices","","albeit","small","","choices","","and","as","they","get","older","the","choices","become","Balance","more","significant","and","important","","i","think","the","type","of","is","parenting","described","in","the","book","is","extreme","and","not","the","the","best","path","for","parents","to","follow","","","",""
"3HXCEECSQO4GFHRQQXU3N07UKGEZYZ","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:22 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:22 PST 2020","","","3T111IHZ5H2VZ9VLY6DBR08K2599RO","A318HLELNRBY79","Approved","Wed Nov 18 16:08:00 PST 2020","Wed Nov 18 16:10:38 PST 2020","Sat Nov 21 16:10:38 PST 2020","Sat Nov 21 16:11:27 PST 2020","","","158","100% (193/193)","100% (25/25)","100% (25/25)","farms","I find it hard to believe that Dr. Roberts is a Southerner; if he were he might realize how many of the arguments used to justify the need for illegal labor are so eerily similar to those that were used to justify our own peculiar institution 150  years ago. This does not make American agricultural interests any more evil than antebellum white Southerns were; just shortsighted and maybe a little mule-headed, like Southerners were and often still are. My advice to the American agriculture industry is to look down the road at how you will be viewed decades from now and get on the right side of history while you can.","I find it hard to believe that Dr. Roberts is a Southerner ; if he were he might realize how many of the arguments used to justify the need for illegal labor are so eerily similar to those that were used to justify our own peculiar institution 150   years ago . This does not make American agricultural interests any more evil than antebellum white Southerns were ; just shortsighted and maybe a little mule - headed , like Southerners were and often still are . My advice to the American agriculture industry is to look down the road at how you will be viewed decades from now and get on the right side of history while you can .","0","honestly this argument doesn't *really* seem to be for or against farms themselves, just against a specific practice that appears to be common in farms - maybe it would help to have a ""neutral"" option?","word_11,word_23,word_34,word_35,word_42,word_43,word_44,word_45,word_46,word_70,word_110,word_111,word_112,word_113,word_114,word_115,word_116,word_117,word_118,word_119","true","false","I","find","a","at","how","you","will","be","viewed","decades","from","now","and","Southerner","get","on","the","right","side","of","history","while","you","can","","","","","","","","","","","","if","","","","","","","","","","","he","","","","","","","","","","","were","","","","","","","","","","","he","","","","","","","","","","","might","","","","","","","","","","","realize","","","","","","","","","","","how","","","","","","","","","","","it","many","","","","","","","","","","","of","","","","","","the","arguments","used","to","justify","the","need","for","hard","illegal","labor","are","so","eerily","similar","to","those","that","were","to","used","to","justify","our","own","peculiar","institution","","","","believe","years","ago","","This","does","not","make","American","agricultural","interests","that","any","more","evil","than","antebellum","white","Southerns","were","","just","Dr.","shortsighted","and","maybe","a","little","mule","","headed","","like","Roberts","Southerners","were","and","often","still","are","","My","advice","to","is","the","American","agriculture","industry","is","to","look","down","the","road"
"3HXCEECSQO4GFHRQQXU3N07UKGEZYZ","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:22 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:22 PST 2020","","","3TOK3KHVJWUOODFCRHYNJ9C9WS47O4","A2Y5KBALVX1CU7","Approved","Thu Nov 19 14:38:20 PST 2020","Thu Nov 19 14:40:00 PST 2020","Sun Nov 22 14:40:00 PST 2020","Sun Nov 22 14:40:04 PST 2020","","","100","100% (24/24)","100% (24/24)","100% (24/24)","farms","I find it hard to believe that Dr. Roberts is a Southerner; if he were he might realize how many of the arguments used to justify the need for illegal labor are so eerily similar to those that were used to justify our own peculiar institution 150  years ago. This does not make American agricultural interests any more evil than antebellum white Southerns were; just shortsighted and maybe a little mule-headed, like Southerners were and often still are. My advice to the American agriculture industry is to look down the road at how you will be viewed decades from now and get on the right side of history while you can.","I find it hard to believe that Dr. Roberts is a Southerner ; if he were he might realize how many of the arguments used to justify the need for illegal labor are so eerily similar to those that were used to justify our own peculiar institution 150   years ago . This does not make American agricultural interests any more evil than antebellum white Southerns were ; just shortsighted and maybe a little mule - headed , like Southerners were and often still are . My advice to the American agriculture industry is to look down the road at how you will be viewed decades from now and get on the right side of history while you can .","0","The topic's off here too -- it's not an opinion on farms, it's an opinion on the reliance of American agriculture on undocumented labor","word_30,word_31,word_34,word_35,word_62,word_70,word_75,word_77,word_101,word_102,word_103,word_104,word_105,word_106,word_107,word_108,word_113,word_114,word_115,word_116","true","false","I","find","a","at","how","you","will","be","viewed","decades","from","now","and","Southerner","get","on","the","right","side","of","history","while","you","can","","","","","","","","","","","","if","","","","","","","","","","","he","","","","","","","","","","","were","","","","","","","","","","","he","","","","","","","","","","","might","","","","","","","","","","","realize","","","","","","","","","","","how","","","","","","","","","","","it","many","","","","","","","","","","","of","","","","","","the","arguments","used","to","justify","the","need","for","hard","illegal","labor","are","so","eerily","similar","to","those","that","were","to","used","to","justify","our","own","peculiar","institution","","","","believe","years","ago","","This","does","not","make","American","agricultural","interests","that","any","more","evil","than","antebellum","white","Southerns","were","","just","Dr.","shortsighted","and","maybe","a","little","mule","","headed","","like","Roberts","Southerners","were","and","often","still","are","","My","advice","to","is","the","American","agriculture","industry","is","to","look","down","the","road"
"34O39PNDK8JB0ICO6OM6TM7UQQEBR4","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:18 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:18 PST 2020","","","31JLPPHS2X66NUEPP5VX6S0TRQFO3D","A2ES68UNF22O00","Approved","Wed Nov 18 16:45:27 PST 2020","Wed Nov 18 16:47:49 PST 2020","Sat Nov 21 16:47:49 PST 2020","Sat Nov 21 16:48:28 PST 2020","","","142","100% (26/26)","100% (26/26)","100% (26/26)","kids","""One size does not fit all"" is a good sound byte. And trying to make students learn about and take an interest in subjects in which they have little or no interest is difficult. But allowing students to choose to be ignorant by only studying what they want to study is just sheer stupidity. We Americans are already THE most illiterate and ignorant bunch of ""educated"" human beings on the planet. But countries like Russia and China are certainly pleased with ""It's your right ot can be as stupid and ignorant as you want to"" mentality.",""" One size does not fit all "" is a good sound byte . And trying to make students learn about and take an interest in subjects in which they have little or no interest is difficult . But allowing students to choose to be ignorant by only studying what they want to study is just sheer stupidity . We Americans are already THE most illiterate and ignorant bunch of "" educated "" human beings on the planet . But countries like Russia and China are certainly pleased with "" It 's your right ot can be as stupid and ignorant as you want to "" mentality .","1","kids don't seem to be the argument here","word_39,word_40,word_41,word_42,word_43,word_44,word_45,word_48,word_49,word_50,word_51,word_56,word_57,word_63,word_64,word_65","true","false","","One","good","ignorant","as","you","want","to","","mentality","","","","sound","","","","","","","","","","","byte","","","","","","","","","","","","","","","","","","","","","","And","","","","","","","","","","","trying","","","","","","","","","","","to","","","","","","","","","","","make","","","","","","","","","","","students","","","","","","","","","","","learn","","","","","","","","","","","size","about","","","","","","","","","","","and","","","","","","take","an","interest","in","subjects","in","which","they","does","have","little","or","no","interest","is","difficult","","But","allowing","not","students","to","choose","to","be","ignorant","by","only","studying","what","fit","they","want","to","study","is","just","sheer","stupidity","","We","all","Americans","are","already","THE","most","illiterate","and","ignorant","bunch","of","","","educated","","human","beings","on","the","planet","","But","is","countries","like","Russia","and","China","are","certainly","pleased","with","","a","It","'s","your","right","ot","can","be","as","stupid","and"
"34O39PNDK8JB0ICO6OM6TM7UQQEBR4","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:18 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:18 PST 2020","","","39PAAFCODPC6CVLG5WN2JXYZHIRVT5","A2Y5KBALVX1CU7","Approved","Thu Nov 19 14:29:33 PST 2020","Thu Nov 19 14:34:18 PST 2020","Sun Nov 22 14:34:18 PST 2020","Sun Nov 22 14:35:04 PST 2020","","","285","100% (24/24)","100% (24/24)","100% (24/24)","kids","""One size does not fit all"" is a good sound byte. And trying to make students learn about and take an interest in subjects in which they have little or no interest is difficult. But allowing students to choose to be ignorant by only studying what they want to study is just sheer stupidity. We Americans are already THE most illiterate and ignorant bunch of ""educated"" human beings on the planet. But countries like Russia and China are certainly pleased with ""It's your right ot can be as stupid and ignorant as you want to"" mentality.",""" One size does not fit all "" is a good sound byte . And trying to make students learn about and take an interest in subjects in which they have little or no interest is difficult . But allowing students to choose to be ignorant by only studying what they want to study is just sheer stupidity . We Americans are already THE most illiterate and ignorant bunch of "" educated "" human beings on the planet . But countries like Russia and China are certainly pleased with "" It 's your right ot can be as stupid and ignorant as you want to "" mentality .","1","I think the topic is off for this task -- while it's related to kids the person's expressing a topic about allowing kids to choose only subjects they're interested in.","word_10,word_11,word_12,word_55,word_56,word_57,word_62,word_63,word_64,word_65,word_66,word_67,word_98,word_99,word_100,word_101,word_102,word_103","true","false","","One","good","ignorant","as","you","want","to","","mentality","","","","sound","","","","","","","","","","","byte","","","","","","","","","","","","","","","","","","","","","","And","","","","","","","","","","","trying","","","","","","","","","","","to","","","","","","","","","","","make","","","","","","","","","","","students","","","","","","","","","","","learn","","","","","","","","","","","size","about","","","","","","","","","","","and","","","","","","take","an","interest","in","subjects","in","which","they","does","have","little","or","no","interest","is","difficult","","But","allowing","not","students","to","choose","to","be","ignorant","by","only","studying","what","fit","they","want","to","study","is","just","sheer","stupidity","","We","all","Americans","are","already","THE","most","illiterate","and","ignorant","bunch","of","","","educated","","human","beings","on","the","planet","","But","is","countries","like","Russia","and","China","are","certainly","pleased","with","","a","It","'s","your","right","ot","can","be","as","stupid","and"
"34O39PNDK8JB0ICO6OM6TM7UQQEBR4","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:18 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:18 PST 2020","","","3ZY8KE4ISMFTKFTOOST7ESNCXBQQVK","A318HLELNRBY79","Approved","Wed Nov 18 17:07:42 PST 2020","Wed Nov 18 17:08:37 PST 2020","Sat Nov 21 17:08:37 PST 2020","Sat Nov 21 17:09:28 PST 2020","","","55","100% (193/193)","100% (25/25)","100% (25/25)","kids","""One size does not fit all"" is a good sound byte. And trying to make students learn about and take an interest in subjects in which they have little or no interest is difficult. But allowing students to choose to be ignorant by only studying what they want to study is just sheer stupidity. We Americans are already THE most illiterate and ignorant bunch of ""educated"" human beings on the planet. But countries like Russia and China are certainly pleased with ""It's your right ot can be as stupid and ignorant as you want to"" mentality.",""" One size does not fit all "" is a good sound byte . And trying to make students learn about and take an interest in subjects in which they have little or no interest is difficult . But allowing students to choose to be ignorant by only studying what they want to study is just sheer stupidity . We Americans are already THE most illiterate and ignorant bunch of "" educated "" human beings on the planet . But countries like Russia and China are certainly pleased with "" It 's your right ot can be as stupid and ignorant as you want to "" mentality .","1","not really about kids","word_39,word_40,word_41,word_42,word_43,word_44,word_45,word_54,word_55,word_56,word_57","false","true","","One","good","ignorant","as","you","want","to","","mentality","","","","sound","","","","","","","","","","","byte","","","","","","","","","","","","","","","","","","","","","","And","","","","","","","","","","","trying","","","","","","","","","","","to","","","","","","","","","","","make","","","","","","","","","","","students","","","","","","","","","","","learn","","","","","","","","","","","size","about","","","","","","","","","","","and","","","","","","take","an","interest","in","subjects","in","which","they","does","have","little","or","no","interest","is","difficult","","But","allowing","not","students","to","choose","to","be","ignorant","by","only","studying","what","fit","they","want","to","study","is","just","sheer","stupidity","","We","all","Americans","are","already","THE","most","illiterate","and","ignorant","bunch","of","","","educated","","human","beings","on","the","planet","","But","is","countries","like","Russia","and","China","are","certainly","pleased","with","","a","It","'s","your","right","ot","can","be","as","stupid","and"
"3HJ1EVZS2QU6XN8BRV70B39I2Y13R5","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:18 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:18 PST 2020","","","3GGAI1SQEYA60RPW5IRL7RFI23DCMK","A2ES68UNF22O00","Approved","Wed Nov 18 16:16:31 PST 2020","Wed Nov 18 16:18:04 PST 2020","Sat Nov 21 16:18:04 PST 2020","Sat Nov 21 16:18:28 PST 2020","","","93","100% (26/26)","100% (26/26)","100% (26/26)","prostituion","We've seen how a wild west approach with no laws works - abused children and adults get exploited. At least with a legal system there are some checks and balances to protect the workers, satisfy demand, and ensure a safe work environment for adults. With a legal path, there's an incentive to play by the rules. Those who continue to operate outside of the laws - the traffickers and child abusers - have less cover from the laws and those who enforce them.","We 've seen how a wild west approach with no laws works - abused children and adults get exploited . At least with a legal system there are some checks and balances to protect the workers , satisfy demand , and ensure a safe work environment for adults . With a legal path , there 's an incentive to play by the rules . Those who continue to operate outside of the laws - the traffickers and child abusers - have less cover from the laws and those who enforce them .","0","","word_33,word_35,word_37,word_38,word_41,word_43,word_57,word_58,word_59,word_60,word_61,word_62","false","true","We","'ve","laws","","","","","","","","","","","works","","","","","","","","","","","","","","","","","","","","","","abused","","","","","","","","","","","children","","","","","","","","","","","and","","","","","","","","","","","adults","","","","","","","","","","","get","","","","","","","","","","","exploited","","","","","","","","","","","","","","","","","","","","","","seen","At","","","","","","","","","","","least","","","","","","with","a","legal","system","there","are","some","checks","how","and","balances","to","protect","the","workers","","satisfy","demand","","a","and","ensure","a","safe","work","environment","for","adults","","With","wild","a","legal","path","","there","'s","an","incentive","to","play","west","by","the","rules","","Those","who","continue","to","operate","outside","approach","of","the","laws","","the","traffickers","and","child","abusers","","with","have","less","cover","from","the","laws","and","those","who","enforce","no","them","","","","","","","","",""
"3HJ1EVZS2QU6XN8BRV70B39I2Y13R5","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:18 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:18 PST 2020","","","3SKEMFQBZ6H9Y0ZG3UY0QSRVN708K8","A2Y5KBALVX1CU7","Approved","Thu Nov 19 17:16:25 PST 2020","Thu Nov 19 17:17:17 PST 2020","Sun Nov 22 17:17:17 PST 2020","Sun Nov 22 17:18:04 PST 2020","","","52","100% (24/24)","100% (24/24)","100% (24/24)","prostituion","We've seen how a wild west approach with no laws works - abused children and adults get exploited. At least with a legal system there are some checks and balances to protect the workers, satisfy demand, and ensure a safe work environment for adults. With a legal path, there's an incentive to play by the rules. Those who continue to operate outside of the laws - the traffickers and child abusers - have less cover from the laws and those who enforce them.","We 've seen how a wild west approach with no laws works - abused children and adults get exploited . At least with a legal system there are some checks and balances to protect the workers , satisfy demand , and ensure a safe work environment for adults . With a legal path , there 's an incentive to play by the rules . Those who continue to operate outside of the laws - the traffickers and child abusers - have less cover from the laws and those who enforce them .","0","Topic should be ""legalized prostitution""","word_13,word_14,word_18,word_24,word_25,word_29,word_30,word_31,word_33,word_35,word_41,word_43,word_44","false","true","We","'ve","laws","","","","","","","","","","","works","","","","","","","","","","","","","","","","","","","","","","abused","","","","","","","","","","","children","","","","","","","","","","","and","","","","","","","","","","","adults","","","","","","","","","","","get","","","","","","","","","","","exploited","","","","","","","","","","","","","","","","","","","","","","seen","At","","","","","","","","","","","least","","","","","","with","a","legal","system","there","are","some","checks","how","and","balances","to","protect","the","workers","","satisfy","demand","","a","and","ensure","a","safe","work","environment","for","adults","","With","wild","a","legal","path","","there","'s","an","incentive","to","play","west","by","the","rules","","Those","who","continue","to","operate","outside","approach","of","the","laws","","the","traffickers","and","child","abusers","","with","have","less","cover","from","the","laws","and","those","who","enforce","no","them","","","","","","","","",""
"3HJ1EVZS2QU6XN8BRV70B39I2Y13R5","3W230KDI4GYZ9Q264JL35UID0Q8ZAA","Word Importance A","You will be presented with two pieces of text: a topic and a statement. You will decide what stance the statement takes on the topic. Then you will select the words in the statement that were most important to your decision.","text, opinion, stance, word, importance, argument","$0.00","Tue Nov 17 11:30:18 PST 2020","3","BatchId:300480;OriginalHitTemplateId:921587261;","3600","259200","Tue Nov 24 11:30:18 PST 2020","","","3XC1O3LBOVY3GQ9MRSLWWO0XQKNLTA","A318HLELNRBY79","Approved","Wed Nov 18 17:02:17 PST 2020","Wed Nov 18 17:04:44 PST 2020","Sat Nov 21 17:04:44 PST 2020","Sat Nov 21 17:05:28 PST 2020","","","147","100% (193/193)","100% (25/25)","100% (25/25)","prostituion","We've seen how a wild west approach with no laws works - abused children and adults get exploited. At least with a legal system there are some checks and balances to protect the workers, satisfy demand, and ensure a safe work environment for adults. With a legal path, there's an incentive to play by the rules. Those who continue to operate outside of the laws - the traffickers and child abusers - have less cover from the laws and those who enforce them.","We 've seen how a wild west approach with no laws works - abused children and adults get exploited . At least with a legal system there are some checks and balances to protect the workers , satisfy demand , and ensure a safe work environment for adults . With a legal path , there 's an incentive to play by the rules . Those who continue to operate outside of the laws - the traffickers and child abusers - have less cover from the laws and those who enforce them .","0","there is a typo in the topic - not like I can't tell what it is, but thought I might point it outalso, the argument is less about whether prostitution is good and more about whether it should be legalized given that it happens anyway, but I figured I'd answer as though the topic were the latter...","word_22,word_23,word_24,word_25,word_29,word_30,word_31,word_33,word_35","false","true","We","'ve","laws","","","","","","","","","","","works","","","","","","","","","","","","","","","","","","","","","","abused","","","","","","","","","","","children","","","","","","","","","","","and","","","","","","","","","","","adults","","","","","","","","","","","get","","","","","","","","","","","exploited","","","","","","","","","","","","","","","","","","","","","","seen","At","","","","","","","","","","","least","","","","","","with","a","legal","system","there","are","some","checks","how","and","balances","to","protect","the","workers","","satisfy","demand","","a","and","ensure","a","safe","work","environment","for","adults","","With","wild","a","legal","path","","there","'s","an","incentive","to","play","west","by","the","rules","","Those","who","continue","to","operate","outside","approach","of","the","laws","","the","traffickers","and","child","abusers","","with","have","less","cover","from","the","laws","and","those","who","enforce","no","them","","","","","","","","",""
